,Unnamed: 0,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
28,28,CAT,,18230.0,,,2014.0,,55184000000.0,40391000000.0,14793000000.0,0.2680668309654972,2135000000.0,0.0,0.0,5697000000.0,1633000000.0,9465000000.0,49856000000.0,0.0,484000000.0,3163000000.0,8722000000.0,0.1580530588576399,5328000000.0,0.0965497245578428,-245000000.0,5083000000.0,0.0921100318933024,1380000000.0,3695000000.0,0.0669578138590896,5.99,5.88,617200000.0,628900000.0,,,Farm & Heavy Construction Machinery,,7341000000.0,0.0,7341000000.0,16764000000.0,12205000000.0,2557000000.0,38867000000.0,16577000000.0,6694000000.0,3076000000.0,9770000000.0,257000000.0,1404000000.0,17806000000.0,45814000000.0,0.0,84681000000.0,6515000000.0,11501000000.0,0.0,1697000000.0,8164000000.0,27877000000.0,27784000000.0,0.0,0.0,12194000000.0,39978000000.0,0.0,85000000.0,67855000000.0,0.0,5016000000.0,33887000000.0,-6431000000.0,-15726000000.0,16746000000.0,16746000000.0,84601000000.0,0.0,84601000000.0,0.0,39285000000.0,31944000000.0,0.0,0.0,630000000.0,0.0,222000000.0,-593000000.0,553000000.0,8057000000.0,-1840000000.0,199000000.0,-855000000.0,810000000.0,-1941000000.0,-3627000000.0,-9248000000.0,239000000.0,-4238000000.0,-1620000000.0,11871000000.0,-2996000000.0,-174000000.0,1260000000.0,7341000000.0,6081000000.0,8057000000.0,-3379000000.0,4678000000.0,2.947419368245551,2.947419368245551,0.8944165834415773,13.357911973109609,3.291815795752804,10.55098006426678,6.1260375748591285,6.1260375748591285,2.750001090661524,0.8944165834415773,0.0328217697581765,9.311681350681036,2.947419368245551,,,,,0.1977539235483756,4.052012420876627,0.8013013544951052,10.50206611570248,0.2680668309654972,0.0965497245578428,22.064970739281023,0.0436343453667292,,0.0063,0.0132,,,Industrials
29,29,CAT,,18230.0,,,2013.0,,55656000000.0,41454000000.0,14202000000.0,0.2551746442432083,2046000000.0,0.0,0.0,5547000000.0,981000000.0,8574000000.0,50028000000.0,0.0,465000000.0,3087000000.0,8660000000.0,0.1555986775909156,5628000000.0,0.1011211729193617,-500000000.0,5128000000.0,0.0921374155526807,1319000000.0,3789000000.0,0.0680789133247089,5.87,5.75,645200000.0,658600000.0,,,Farm & Heavy Construction Machinery,,6081000000.0,0.0,6081000000.0,17176000000.0,12625000000.0,2453000000.0,38335000000.0,17075000000.0,6956000000.0,3596000000.0,10552000000.0,272000000.0,594000000.0,18068000000.0,46561000000.0,0.0,84896000000.0,6560000000.0,11031000000.0,0.0,2360000000.0,7346000000.0,27297000000.0,26719000000.0,0.0,0.0,10002000000.0,36721000000.0,0.0,97000000.0,64018000000.0,0.0,4709000000.0,31854000000.0,-3898000000.0,-11854000000.0,20811000000.0,20811000000.0,84829000000.0,0.0,84829000000.0,0.0,37750000000.0,31669000000.0,0.0,0.0,2819000000.0,0.0,134000000.0,-301000000.0,482000000.0,10191000000.0,-1924000000.0,365000000.0,-597000000.0,449000000.0,-3339000000.0,-5046000000.0,-10870000000.0,128000000.0,-2000000000.0,-1111000000.0,9342000000.0,-4511000000.0,-43000000.0,591000000.0,6081000000.0,5490000000.0,10191000000.0,-4446000000.0,5745000000.0,2.889464129541108,2.889464129541108,1.0804340592187724,15.87031881759831,3.24033535165347,10.466951784139251,5.900563045812972,5.900563045812972,3.415453536062185,1.0804340592187724,0.0184758233956444,10.589450115459584,2.889464129541108,,,,,0.2451352242744063,3.076161645283744,0.7540755748209574,11.027956989247311,0.2551746442432083,0.1011211729193617,18.20671760126856,0.0446310780248775,,0.002,0.0089,,,Industrials
30,30,CRM,,1108524.0,,,2018.0,,10480012000.0,2773522000.0,7706490000.0,0.7353512572313848,1553073000.0,1088358000.0,4829291000.0,5917649000.0,17435000.0,7470722000.0,10244244000.0,36480000.0,86943000.0,752600000.0,1041651000.0,0.0993940655793142,235768000.0,0.0224969208050525,16803000.0,202108000.0,0.0192850924216499,74630000.0,127478000.0,0.0121639173695602,0.18,0.17,714919000.0,734598000.0,,,Software—Application,,2543484000.0,1978221000.0,4521705000.0,3950093000.0,0.0,818573000.0,9290371000.0,1946527000.0,7314096000.0,995289000.0,8309385000.0,677283000.0,36523000.0,749713000.0,11719431000.0,0.0,21009802000.0,76465000.0,1127256000.0,305861000.0,7094705000.0,1831092000.0,10129518000.0,1372204000.0,0.0,115717000.0,0.0,1487921000.0,0.0,779962000.0,11617439000.0,0.0,730000.0,-337432000.0,-27142000.0,9756207000.0,9392363000.0,9392363000.0,21009802000.0,0.0,21009802000.0,2655504000.0,2499460000.0,-44024000.0,0.0,997013000.0,364945000.0,-720019000.0,308225000.0,752599000.0,495929000.0,2737965000.0,0.0,-25391000.0,-2219553000.0,768469000.0,-534027000.0,-2010502000.0,-429075000.0,0.0,0.0,0.0,650300000.0,221225000.0,-11753000.0,936935000.0,2543484000.0,1606549000.0,2737965000.0,-534027000.0,2203938000.0,9.280191202150087,9.280191202150087,8.31706342320982,683.7487604135615,2.653105129423535,39.5487189204052,31.834930132415863,31.834930132415863,120.04542731976989,8.31706342320982,-0.0,83.63540233725115,9.280191202150087,,,104919020000.0,0.3692580204643062,0.4470467165754346,1.236902683595172,0.5529532834245654,1.905018230334817,0.7353512572313848,0.0224969208050525,1.3572516309261045,0.0060675488517216,1.3899798687480776,0.0151,0.0606,11.491752052868542,11.225246347178388,Technology
31,31,CRM,,1108524.0,,,2017.0,,8391984000.0,2234039000.0,6157945000.0,0.7337889347739461,1208127000.0,967563000.0,3918027000.0,4885590000.0,9072000.0,6093717000.0,8327756000.0,21901000.0,88988000.0,632245000.0,746616000.0,0.0889677578031607,64228000.0,0.0076534940962709,28242000.0,25383000.0,0.0030246721156761,-154249000.0,179632000.0,0.0214051885704262,0.26,0.26,687797000.0,700217000.0,,,Software—Application,,1606549000.0,602338000.0,2208887000.0,3230820000.0,0.0,557120000.0,5996827000.0,1787534000.0,7263846000.0,1294258000.0,8558104000.0,566953000.0,28939000.0,646566000.0,11588096000.0,0.0,17584923000.0,115257000.0,19594000.0,239699000.0,5505689000.0,1617813000.0,7258353000.0,2689952000.0,37113000.0,99378000.0,0.0,2826443000.0,0.0,701155000.0,10084796000.0,0.0,708000.0,-464910000.0,-75841000.0,8040170000.0,7500127000.0,7500127000.0,17584923000.0,0.0,17584923000.0,1169291000.0,2709546000.0,1102997000.0,0.0,820367000.0,141569000.0,-628477000.0,49953000.0,748943000.0,388385000.0,2162198000.0,0.0,-3192739000.0,-1100399000.0,2072755000.0,-463958000.0,-2684341000.0,-648157000.0,0.0,0.0,0.0,1645855000.0,997698000.0,-27369000.0,448186000.0,1606549000.0,1158363000.0,2162198000.0,-463958000.0,1698240000.0,7.581228689860851,7.581228689860851,6.775534604212782,316.5370200743743,2.597478039630806,33.48182706213492,26.297396441028997,26.297396441028997,53.46591669845148,6.775534604212782,-0.0,77.63452027548298,7.581228689860851,,,,,0.4265089474659627,1.344616697823917,0.5734910525340372,0.039128871308491,0.7337889347739461,0.0076534940962709,2.395052777106308,0.0102151143908904,,0.0256999999999999,0.2257,,,Technology
32,32,CRM,,1108524.0,,,2016.0,,6667216000.0,1654548000.0,5012668000.0,0.7518382485283213,946300000.0,711621000.0,3239824000.0,3951445000.0,-15292000.0,4897745000.0,6552293000.0,14146000.0,72485000.0,525750000.0,662514000.0,0.099368912001651,114923000.0,0.0172370296687552,7695000.0,64279000.0,0.0096410555770204,111705000.0,-47426000.0,-0.0071133138629376,-0.07,-0.07,661647000.0,661647000.0,,,Software—Application,,1158363000.0,183018000.0,1341381000.0,2523506000.0,0.0,482440000.0,4347327000.0,1715828000.0,3849937000.0,653403000.0,4503340000.0,1904717000.0,15986000.0,283574000.0,8423445000.0,0.0,12770772000.0,71481000.0,15402000.0,205781000.0,4267667000.0,1262455000.0,5617005000.0,2040950000.0,23886000.0,85996000.0,66000.0,2150898000.0,0.0,762405000.0,7767903000.0,0.0,671000.0,-653271000.0,-49917000.0,5705386000.0,5002869000.0,5002869000.0,12770772000.0,0.0,12770772000.0,2087735000.0,2056352000.0,897989000.0,0.0,593628000.0,311997000.0,-582425000.0,253986000.0,589664000.0,228636000.0,1612585000.0,-425376000.0,-58680000.0,-1505786000.0,538075000.0,-36111000.0,-1487878000.0,-382330000.0,0.0,0.0,0.0,514978000.0,132648000.0,-7109000.0,250246000.0,1158363000.0,908117000.0,1612585000.0,-709852000.0,902733000.0,9.260390975658169,9.260390975658169,6.948705867636506,-976.8591688103572,2.6420448376187733,51.320293973965725,28.72935252405299,28.72935252405299,-158.72690040910274,6.948705867636506,-0.0,71.28379466698063,9.260390975658169,,,,,0.3917436627950135,1.5526896666692651,0.6082563372049865,0.6916327516037801,0.7518382485283213,0.0172370296687552,-0.94797605134174,-0.0037136361059456,,0.0165,0.1743,,,Technology
33,33,CRM,,1108524.0,,,2015.0,,5373586000.0,1289270000.0,4084316000.0,0.7600726963335098,792917000.0,679936000.0,2757096000.0,3437032000.0,-19878000.0,4229949000.0,5519219000.0,10129000.0,73237000.0,448296000.0,308448000.0,0.0574007748270894,-145633000.0,-0.027101641250368,-4344000.0,-213085000.0,-0.0396541527389717,49603000.0,-262688000.0,-0.0488850462242532,-0.42,-0.42,624148000.0,624148000.0,,,Software—Application,,908117000.0,87312000.0,995429000.0,1905506000.0,0.0,649137000.0,3550072000.0,1125866000.0,3782660000.0,779248000.0,4561908000.0,1070629000.0,9275000.0,375232000.0,7142910000.0,0.0,10692982000.0,95537000.0,0.0,184844000.0,3286768000.0,1007798000.0,4390103000.0,2197593000.0,34681000.0,94396000.0,1026000.0,2327696000.0,0.0,826901000.0,6717799000.0,0.0,651000.0,-605845000.0,-24108000.0,4604485000.0,3975183000.0,3975183000.0,10692982000.0,0.0,10692982000.0,1157941000.0,2197593000.0,1289476000.0,0.0,564765000.0,139108000.0,-544610000.0,159973000.0,477926000.0,284233000.0,1173714000.0,-126435000.0,38071000.0,-874265000.0,331483000.0,-67214000.0,-698360000.0,-924525000.0,0.0,0.0,0.0,614044000.0,-310481000.0,-38391000.0,126482000.0,908117000.0,781635000.0,1173714000.0,-416889000.0,756825000.0,10.748982394018086,10.748982394018086,7.951705263486988,-162.66130192471675,2.8200310048879405,56.45845747695966,36.40509705089996,36.40509705089996,-24.932398397276057,7.951705263486988,-0.0,142.71011022927686,10.748982394018086,,,,,0.3717562603210217,1.689934526284702,0.6282437396789783,-3.0478310143779783,0.7600726963335098,-0.027101641250368,-6.608198918137857,-0.0245663931726435,,0.0084,0.2084,,,Technology
34,34,CRM,,1108524.0,,,2014.0,,4071003000.0,968428000.0,3102575000.0,0.7621156260508773,623798000.0,596719000.0,2168132000.0,2764851000.0,-4868000.0,3388649000.0,4357077000.0,9512000.0,77211000.0,369423000.0,88699000.0,0.0217879967172709,-286074000.0,-0.0702711346564962,-4162000.0,-357935000.0,-0.087923049921604,-125760000.0,-232175000.0,-0.0570313998786048,-0.39,-0.39,597613000.0,597613000.0,,,Software—Application,,781635000.0,57139000.0,838774000.0,1360837000.0,0.0,480641000.0,2680252000.0,1240746000.0,3500823000.0,909993000.0,4410816000.0,574732000.0,9691000.0,236693000.0,6472678000.0,0.0,9152930000.0,64988000.0,572159000.0,153026000.0,2473705000.0,869336000.0,3980188000.0,1936404000.0,48410000.0,108760000.0,13953000.0,2107527000.0,0.0,634474000.0,6087715000.0,0.0,610000.0,-343157000.0,17680000.0,3390082000.0,3065215000.0,3065215000.0,9152930000.0,0.0,9152930000.0,631871000.0,2508563000.0,1726928000.0,0.0,503280000.0,-1264000.0,-424702000.0,-29043000.0,347263000.0,236205000.0,875469000.0,0.0,-2617302000.0,-589863000.0,1074720000.0,-299110000.0,-2431555000.0,-62091000.0,0.0,0.0,0.0,1660325000.0,1598234000.0,-7758000.0,34390000.0,781635000.0,747245000.0,875469000.0,-299110000.0,576359000.0,12.16003536782901,12.16003536782901,9.155759111452388,-160.5389159470227,2.9915434398094702,64.66997619539211,42.57503442155005,42.57503442155005,-23.56093889387232,9.155759111452388,,439.6898590739467,12.16003536782901,,,,,0.3348889372037151,1.9860645990574888,0.665111062796285,-4.7589980702231545,0.7621156260508773,-0.0702711346564962,-7.574509455291064,-0.0253661942132191,,0.0063,0.2063,,,Technology
35,35,CRM,,1108524.0,,,2013.0,,3050195000.0,683579000.0,2366616000.0,0.7758900660449578,429479000.0,433821000.0,1614026000.0,2047847000.0,-5698000.0,2477326000.0,3160905000.0,17903000.0,30948000.0,216795000.0,119949000.0,0.0393250267605841,-110710000.0,-0.0362960400892401,-4039000.0,-127794000.0,-0.0418969934709092,142651000.0,-270445000.0,-0.088664823068689,-0.48,-0.48,564896000.0,564896000.0,,,Software—Application,,747245000.0,120376000.0,867621000.0,872634000.0,0.0,275625000.0,2015880000.0,604669000.0,1529378000.0,270549000.0,1799927000.0,942349000.0,19212000.0,146919000.0,3513076000.0,0.0,5528956000.0,14535000.0,521278000.0,120341000.0,1798640000.0,583171000.0,2917624000.0,126658000.0,64355000.0,0.0,49074000.0,240087000.0,0.0,126658000.0,3157711000.0,0.0,146000.0,-110982000.0,17137000.0,2464944000.0,2371245000.0,2371245000.0,5528956000.0,0.0,5528956000.0,1062725000.0,647936000.0,-99309000.0,0.0,379350000.0,247226000.0,-183242000.0,193358000.0,246828000.0,163971000.0,736897000.0,-4106000.0,-579745000.0,-1030982000.0,851516000.0,-175601000.0,-938918000.0,-31754000.0,0.0,0.0,0.0,366299000.0,334545000.0,7437000.0,139961000.0,747245000.0,607284000.0,736897000.0,-179707000.0,557190000.0,10.8393556971127,10.8393556971127,8.426598299452985,-95.03879901643587,3.4953886738311826,46.12927008740286,34.87972946015522,34.87972946015522,-13.184439442335108,8.426598299452985,,213.4528758055507,10.8393556971127,,,,,0.4288775313097084,1.3316679634537976,0.5711224686902916,-4.707800180948688,0.7758900660449578,-0.0362960400892401,-11.405190100558988,-0.0489142977444566,,0.002,0.202,,,Technology
36,36,CSCO,,858877.0,,,2019.0,,49330000000.0,18724000000.0,30606000000.0,0.6204338130954794,6332000000.0,2144000000.0,9242000000.0,11386000000.0,221000000.0,17939000000.0,36663000000.0,1508000000.0,943000000.0,2192000000.0,16174000000.0,0.3278735049665518,12309000000.0,0.2495236164605716,-193000000.0,13039000000.0,0.2643219136428137,12929000000.0,110000000.0,0.0022298803973241,0.02,0.02,4837000000.0,4881000000.0,,,Communication Equipment,,8934000000.0,37614000000.0,46548000000.0,11446000000.0,1846000000.0,2940000000.0,61837000000.0,3006000000.0,31706000000.0,2552000000.0,34258000000.0,0.0,3219000000.0,6464000000.0,46947000000.0,0.0,108784000000.0,1904000000.0,5238000000.0,1004000000.0,11490000000.0,8403000000.0,27035000000.0,20331000000.0,8195000000.0,0.0,10019000000.0,38545000000.0,0.0,0.0,65580000000.0,0.0,42820000000.0,1233000000.0,-849000000.0,0.0,43204000000.0,43204000000.0,108784000000.0,0.0,108784000000.0,0.0,25569000000.0,16635000000.0,900000000.0,1576000000.0,9344000000.0,-269000000.0,504000000.0,9423000000.0,-456000000.0,13666000000.0,-834000000.0,-2979000000.0,-14552000000.0,33643000000.0,46000000.0,15324000000.0,-12375000000.0,623000000.0,-18250000000.0,-5968000000.0,4206000000.0,-31764000000.0,0.0,-2774000000.0,8934000000.0,11708000000.0,13666000000.0,-834000000.0,12832000000.0,5.216087190246273,5.216087190246273,4.568332271789985,2048.689372430909,4.696753308578502,17.562019246212593,16.490255449099955,16.490255449099955,883.6731313044681,4.568332271789985,0.0264825630398857,14.961718249499196,5.216087190246273,46.59,48.44,193685100000.0,0.9915637702277782,0.3971539932342992,1.5179150078696415,0.6028460067657009,12.227995758218452,0.6204338130954794,0.2495236164605716,0.2546060549949078,0.0010111781144285,1.092570865854362,0.0151,0.022,9.036134010949713,7.982378733420699,Technology
37,37,CSCO,,858877.0,,,2018.0,,48005000000.0,17781000000.0,30224000000.0,0.6296010832204979,6059000000.0,1993000000.0,9184000000.0,11177000000.0,259000000.0,17495000000.0,35276000000.0,1338000000.0,861000000.0,2286000000.0,15434000000.0,0.3215081762316425,11973000000.0,0.2494115196333715,-919000000.0,12287000000.0,0.2559525049474013,2678000000.0,9609000000.0,0.2001666493073638,1.92,1.9,5010000000.0,5049000000.0,,,Communication Equipment,,11708000000.0,58784000000.0,70492000000.0,10503000000.0,1616000000.0,1593000000.0,83703000000.0,3322000000.0,29766000000.0,2539000000.0,32305000000.0,0.0,4239000000.0,6249000000.0,46115000000.0,0.0,129818000000.0,1385000000.0,7992000000.0,98000000.0,10821000000.0,7385000000.0,27583000000.0,25725000000.0,7673000000.0,0.0,2700000000.0,36098000000.0,0.0,0.0,63681000000.0,0.0,45253000000.0,20838000000.0,46000000.0,0.0,66137000000.0,66137000000.0,129818000000.0,0.0,129818000000.0,0.0,33717000000.0,22009000000.0,-124000000.0,1526000000.0,586000000.0,756000000.0,311000000.0,1633000000.0,-7000000.0,13876000000.0,-964000000.0,-3324000000.0,-42924000000.0,41173000000.0,46000000.0,-5993000000.0,-4151000000.0,708000000.0,-4304000000.0,-5511000000.0,9452000000.0,-3806000000.0,0.0,4077000000.0,11708000000.0,7631000000.0,13876000000.0,-964000000.0,12912000000.0,2.3892133678425087,2.3892133678425087,3.2916447142797627,16.444521231033406,4.799540091981604,12.237872096421931,11.387676888800808,11.387676888800808,7.346803225207541,3.2916447142797627,0.0348763465000408,11.6641443895944,2.3892133678425087,,,,,0.5094593970019566,0.9628649621240758,0.4905406029980434,12.716608594657377,0.6296010832204979,0.2494115196333715,14.528932367661069,0.0740190112311081,,0.0256999999999999,0.0326,,,Technology
38,38,CSCO,,858877.0,,,2017.0,,49247000000.0,18287000000.0,30960000000.0,0.6286677361057527,6296000000.0,1814000000.0,9619000000.0,11433000000.0,303000000.0,18032000000.0,36319000000.0,1005000000.0,676000000.0,2150000000.0,15746000000.0,0.3197352122971957,12660000000.0,0.2570714967409182,-337000000.0,12920000000.0,0.262351006152659,2181000000.0,10739000000.0,0.2180640445103255,2.13,2.11,5053000000.0,5088000000.0,,,Communication Equipment,,7631000000.0,58125000000.0,65756000000.0,10002000000.0,1217000000.0,1627000000.0,78719000000.0,3506000000.0,26625000000.0,2501000000.0,29126000000.0,0.0,4299000000.0,6002000000.0,42933000000.0,0.0,121652000000.0,1056000000.0,4160000000.0,517000000.0,10155000000.0,9540000000.0,24911000000.0,24483000000.0,6317000000.0,0.0,2356000000.0,33156000000.0,0.0,0.0,58067000000.0,0.0,44516000000.0,19396000000.0,-326000000.0,0.0,63586000000.0,63586000000.0,121652000000.0,0.0,121652000000.0,0.0,28643000000.0,21012000000.0,-194000000.0,1458000000.0,-128000000.0,-404000000.0,-65000000.0,818000000.0,-455000000.0,13570000000.0,-1146000000.0,-2789000000.0,-47016000000.0,42984000000.0,-150000000.0,-8117000000.0,-3863000000.0,1127000000.0,-4466000000.0,-4750000000.0,7253000000.0,-4699000000.0,0.0,754000000.0,7631000000.0,6877000000.0,13570000000.0,-1146000000.0,12424000000.0,2.509573483073318,2.509573483073318,3.240273305880561,14.859273628335972,4.866785255460026,12.843990622561172,11.759302836750186,11.759302836750186,6.695551065095566,3.240273305880561,0.0297668025769225,11.468673916848724,2.509573483073318,,,,,0.5226876664584224,0.9132041644387128,0.4773205537105843,17.625739644970412,0.6286677361057527,0.2570714967409182,16.888937816500487,0.0882763949626804,,0.0165,0.0234,,,Technology
39,39,CSCO,,858877.0,,,2016.0,,49161000000.0,19480000000.0,29681000000.0,0.6037509407863957,6207000000.0,2040000000.0,9821000000.0,11861000000.0,359000000.0,18427000000.0,37907000000.0,769000000.0,566000000.0,2442000000.0,14209000000.0,0.2890299220927158,10770000000.0,0.2190760969060841,-256000000.0,11201000000.0,0.2278432090478224,2220000000.0,8981000000.0,0.1826854620532536,1.76,1.75,5104000000.0,5146000000.0,,,Communication Equipment,,6877000000.0,53539000000.0,60416000000.0,10119000000.0,1627000000.0,4405000000.0,76283000000.0,3332000000.0,24469000000.0,2376000000.0,26845000000.0,897000000.0,1648000000.0,4476000000.0,37198000000.0,0.0,113481000000.0,1104000000.0,3897000000.0,62000000.0,9824000000.0,8798000000.0,23623000000.0,21457000000.0,5359000000.0,0.0,3335000000.0,30151000000.0,0.0,0.0,53774000000.0,0.0,43592000000.0,16045000000.0,61000000.0,0.0,59698000000.0,59698000000.0,113481000000.0,0.0,113481000000.0,54436000000.0,25354000000.0,18477000000.0,-23000000.0,1440000000.0,-36000000.0,-413000000.0,87000000.0,1335000000.0,-252000000.0,12552000000.0,-1227000000.0,-326000000.0,-44197000000.0,35818000000.0,-156000000.0,-10088000000.0,-508000000.0,2016000000.0,-4826000000.0,-4086000000.0,5091000000.0,-2313000000.0,0.0,151000000.0,6877000000.0,6726000000.0,12552000000.0,-1227000000.0,11325000000.0,2.1536695124124763,2.1536695124124763,2.615279643457212,14.31575131410756,4.998576512455516,11.352738415187638,10.242970247928618,10.242970247928618,6.51574769994694,2.615279643457212,0.0317804118083162,10.348846685340275,2.1536695124124763,,,,,0.5260616314625356,0.9007671948809004,0.4738590601069782,18.431095406360424,0.6037509407863957,0.2190760969060841,15.04405507722202,0.0791410015773565,,0.0084,0.0153,,,Technology
40,40,CSCO,,858877.0,,,2015.0,,47142000000.0,19373000000.0,27769000000.0,0.5890501039412838,6294000000.0,1934000000.0,9503000000.0,11437000000.0,275000000.0,18006000000.0,37379000000.0,691000000.0,564000000.0,2432000000.0,12711000000.0,0.2696321751304569,9345000000.0,0.198230876925035,-175000000.0,9715000000.0,0.2060795044758389,1862000000.0,7853000000.0,0.1665818166390904,1.5,1.49,5234000000.0,5281000000.0,,,Communication Equipment,,6726000000.0,45348000000.0,52074000000.0,9835000000.0,1591000000.0,4139000000.0,67114000000.0,3252000000.0,24239000000.0,3280000000.0,27519000000.0,899000000.0,1700000000.0,4650000000.0,38020000000.0,0.0,105134000000.0,1032000000.0,508000000.0,159000000.0,9478000000.0,8791000000.0,19809000000.0,20401000000.0,4664000000.0,0.0,3599000000.0,28664000000.0,0.0,0.0,48473000000.0,0.0,41884000000.0,14093000000.0,677000000.0,0.0,56654000000.0,56654000000.0,105134000000.0,0.0,105134000000.0,46247000000.0,20909000000.0,14183000000.0,-678000000.0,1348000000.0,1715000000.0,340000000.0,-23000000.0,808000000.0,-338000000.0,12332000000.0,-1275000000.0,-2989000000.0,-36701000000.0,34066000000.0,256000000.0,-6643000000.0,-3276000000.0,1907000000.0,-9843000000.0,-3758000000.0,8082000000.0,-6888000000.0,0.0,-1199000000.0,6726000000.0,7925000000.0,12332000000.0,-1275000000.0,11057000000.0,2.28191838506019,2.28191838506019,2.74234873758432,16.462473473475104,5.063587540279269,11.692123015935609,10.483279612974377,10.483279612974377,7.683662043888773,2.74234873758432,0.029068732147508,11.28650807860908,2.28191838506019,,,,,0.5388741986417334,0.8555971334768948,0.4610592196625259,16.0,0.5890501039412838,0.198230876925035,13.861333709888092,0.0746951509502159,,0.0063,0.0132,,,Technology
41,41,CSCO,,858877.0,,,2014.0,,48607000000.0,19167000000.0,29440000000.0,0.60567407986504,5942000000.0,2264000000.0,9538000000.0,11802000000.0,395000000.0,18139000000.0,37306000000.0,654000000.0,583000000.0,2351000000.0,14161000000.0,0.2913366387557348,11196000000.0,0.2303371942312835,-145000000.0,11227000000.0,0.2309749624539675,1244000000.0,9983000000.0,0.2053819408727138,1.87,1.86,5329000000.0,5380000000.0,,,Communication Equipment,,7925000000.0,42685000000.0,50610000000.0,9310000000.0,1476000000.0,3928000000.0,65521000000.0,3322000000.0,21919000000.0,3403000000.0,25322000000.0,833000000.0,1539000000.0,4654000000.0,35670000000.0,0.0,101191000000.0,1029000000.0,3283000000.0,192000000.0,9262000000.0,8618000000.0,22192000000.0,12928000000.0,4161000000.0,0.0,2782000000.0,19871000000.0,0.0,0.0,42063000000.0,0.0,42297000000.0,16215000000.0,608000000.0,0.0,59120000000.0,59120000000.0,101191000000.0,0.0,101191000000.0,43518000000.0,16211000000.0,8286000000.0,-37000000.0,1120000000.0,-484000000.0,-1001000000.0,164000000.0,689000000.0,-39000000.0,12894000000.0,-1160000000.0,-6766000000.0,-36833000000.0,32917000000.0,74000000.0,-11768000000.0,-16000000.0,3338000000.0,-3103000000.0,-3310000000.0,91000000.0,-3000000000.0,0.0,-1874000000.0,7925000000.0,9799000000.0,12894000000.0,-1160000000.0,11734000000.0,2.148005234558525,2.148005234558525,2.612588093630547,12.72063202114595,5.112759019669717,10.822402374901994,9.848772255863192,9.848772255863192,6.044965939066057,2.612588093630547,0.0260650302333879,9.55272010925076,2.148005234558525,,,,,0.5842416815724718,0.7114851150202977,0.4156792600132423,18.13550600343053,0.60567407986504,0.2303371942312835,16.88599458728011,0.0986550187269618,,0.002,0.0089,,,Technology
